rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
1764,https://boardgamegeek.com/boardgame/3439/heroclix,3439,HeroClix,2,2,60,60,60,2002,6.50345,6.09335,2194,https://cf.geekdo-images.com/original/img/HjFH3AMksq44C9BsCDOMGWQVVR4=/0x0/pic13320.jpg,10,"Action Point Allowance System, Dice Rolling, Variable Player Powers",3342,"Collectible Components, Comic Book / Strip, Dice, Fighting, Miniatures","Monte Cook, Jeff Grubb, Seth Johnson, Jon Leitheusser, Jeff Quick, Jordan Weisman",2.7946
1765,https://boardgamegeek.com/boardgame/24762/medici-vs-strozzi,24762,Medici vs Strozzi,2,2,30,30,30,2006,6.51715,6.09301,1583,https://cf.geekdo-images.com/original/img/J2kJ3-vvo6OW8sF5tO9kDkYips0=/0x0/pic431718.jpg,10,"Auction/Bidding, Set Collection",1864,"Economic, Renaissance",Reiner Knizia,2.4513
1766,https://boardgamegeek.com/boardgame/19301/mesopotamia,19301,Mesopotamia,2,4,45,45,45,2005,6.54751,6.09299,1501,https://cf.geekdo-images.com/original/img/Ba5C8MZ1I0B0ORxmXsLYQS4aRfY=/0x0/pic94720.jpg,10,"Action Point Allowance System, Modular Board, Pick-up and Deliver, Point to Point Movement",2092,"Ancient, Civilization",Klaus-Jürgen Wrede,2.4365
1767,https://boardgamegeek.com/boardgame/100679/ultimate-warriorz,100679,Ultimate Warriorz,2,8,30,30,30,2011,6.85199,6.09295,883,https://cf.geekdo-images.com/original/img/NoHnodtJrsRYEunB03teKufXI1Q=/0x0/pic2409973.jpg,8,"Dice Rolling, Grid Movement, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers",1345,"Fantasy, Fighting, Humor, Party Game",Guillaume Blossier,1.3077
1768,https://boardgamegeek.com/boardgame/90870/pelican-cove,90870,Pelican Cove,1,5,30,30,30,2011,6.76051,6.0929,978,https://cf.geekdo-images.com/original/img/jNdnbX_D1xYAc1_0S7JaImOWVEo=/0x0/pic1627614.jpg,8,Pattern Recognition,1161,"Puzzle, Real-time",Lauge Luchau,1.8095
1769,https://boardgamegeek.com/boardgame/39336/megawatts,39336,Mégawatts,2,6,120,120,120,2008,7.9024,6.09275,355,https://cf.geekdo-images.com/original/img/Rl2qUJ4asE_s42SMYNa3sAHxr1o=/0x0/pic397715.jpg,14,"Auction/Bidding, Route/Network Building",575,"Economic, Industry / Manufacturing",Friedemann Friese,3.12
1770,https://boardgamegeek.com/boardgame/191004/my-first-stone-age,191004,My First Stone Age,2,4,15,15,15,2016,6.78471,6.09203,998,https://cf.geekdo-images.com/original/img/rAWKt6gAcdkENUxaPV_efOZX57k=/0x0/pic2830962.jpg,5,"Memory, Set Collection",2191,"Children's Game, Memory, Prehistoric",Marco Teubner,1.2
1771,https://boardgamegeek.com/boardgame/3967/battlefleet-gothic,3967,Battlefleet Gothic,2,4,180,180,180,1999,6.96672,6.09066,876,https://cf.geekdo-images.com/original/img/SD08eBRYDUXHWG54mQj2vxmZssg=/0x0/pic1571650.jpg,12,"Area Movement, Variable Player Powers",1233,"Miniatures, Science Fiction",Andy Chambers,2.9065
1772,https://boardgamegeek.com/boardgame/43307/baltimore-ohio,43307,Baltimore & Ohio,3,6,120,120,120,2009,7.23224,6.09065,554,https://cf.geekdo-images.com/original/img/J0uBu_JQ9-1Cgq9tQ27UuTNK0j8=/0x0/pic804080.jpg,13,"Route/Network Building, Stock Holding",870,"Economic, Trains, Transportation",Eddie Robbins,3.7656
1773,https://boardgamegeek.com/boardgame/132428/bioshock-infinite-siege-columbia,132428,BioShock Infinite: The Siege of Columbia,2,4,60,60,60,2013,6.9112,6.09049,868,https://cf.geekdo-images.com/original/img/6MyxO2DbTBoALZrkQxCLJK3aBo8=/0x0/pic1616044.jpg,13,"Area Control / Area Influence, Area Movement, Betting/Wagering, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",2629,"Fighting, Miniatures, Video Game Theme",Isaac Vega,2.8696
1774,https://boardgamegeek.com/boardgame/3041/panzergruppe-guderian,3041,Panzergruppe Guderian,2,2,300,180,300,1976,7.27488,6.09023,610,https://cf.geekdo-images.com/original/img/63X5tHjPGUzufZZN3wNwTLsh-fg=/0x0/pic187445.jpg,14,"Dice Rolling, Hex-and-Counter",1394,"Wargame, World War II",Jim Dunnigan,2.8706
1775,https://boardgamegeek.com/boardgame/84465/ottoman-sunset,84465,Ottoman Sunset,1,1,30,30,30,2010,7.38182,6.09001,553,https://cf.geekdo-images.com/original/img/SpoY0dApToqXDeyGCA8e7BGu6OM=/0x0/pic1715324.jpg,13,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",1117,"Wargame, World War I",Darin A. Leviloff,2
1776,https://boardgamegeek.com/boardgame/714/talisman,714,Talisman,2,6,240,240,240,1983,6.37489,6.08879,4594,https://cf.geekdo-images.com/original/img/DurH_pjIU9QmO4Icfz_pmhHYzbY=/0x0/pic818904.jpg,9,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",5766,"Adventure, Exploration, Fantasy, Fighting",Robert Harris,2.1816
1777,https://boardgamegeek.com/boardgame/5620/vietnam-1965-1975,5620,Vietnam 1965-1975,2,2,360,360,360,1984,7.38942,6.08855,584,https://cf.geekdo-images.com/original/img/20zRni7QNIunT3wPBQ2x6EBWees=/0x0/pic148009.jpg,12,"Hex-and-Counter, Secret Unit Deployment, Simulation",1743,"Modern Warfare, Vietnam War, Wargame",Nick Karp,4.2583
1778,https://boardgamegeek.com/boardgame/198190/kepler-3042,198190,Kepler-3042,1,4,90,60,90,2016,7.49776,6.08833,512,https://cf.geekdo-images.com/original/img/1J2muDLlAfcdRCoFiST90TL7I8s=/0x0/pic3673652.png,14,Grid Movement,966,"Economic, Science Fiction, Space Exploration",Simone Cerruti Sola,3.5312
1779,https://boardgamegeek.com/boardgame/129736/kakerlakenpoker-royal,129736,Kakerlakenpoker Royal,2,6,25,15,25,2012,6.82473,6.08778,927,https://cf.geekdo-images.com/original/img/23HgQpFhxH8Xhr5d3PFnlW66Pc4=/0x0/pic2906512.png,8,"Hand Management, Set Collection",1746,"Bluffing, Card Game",Jacques Zeimet,1.1622
1780,https://boardgamegeek.com/boardgame/167698/magic-gathering-arena-planeswalkers,167698,Magic: The Gathering – Arena of the Planeswalkers,2,5,60,60,60,2015,6.4784,6.08704,2119,https://cf.geekdo-images.com/original/img/YG4ruK8bTC_ZA1z8FFz0WoXW2AI=/0x0/pic2411639.jpg,10,"Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships",7721,"Fantasy, Miniatures, Wargame","James D'Aloisio, Ethan Fleischer, Craig Van Ness",2.3038
1781,https://boardgamegeek.com/boardgame/38548/fast-flowing-forest-fellers,38548,Fast Flowing Forest Fellers,2,5,30,30,30,2008,6.52263,6.08671,1471,https://cf.geekdo-images.com/original/img/NHzbBnUOjwvsjal927tY0yjr47U=/0x0/pic410627.jpg,8,"Hand Management, Modular Board, Point to Point Movement",1700,"Racing, Sports",Friedemann Friese,1.5294
1782,https://boardgamegeek.com/boardgame/135281/serenissima-second-edition,135281,Serenissima (second edition),2,4,90,90,90,2012,6.99735,6.08628,750,https://cf.geekdo-images.com/original/img/xoclmMs_tlqmExC2oz49k3_v9wk=/0x0/pic1344580.jpg,13,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships, Pick-up and Deliver, Trading",1444,"Economic, Nautical, Renaissance",Dominique Ehrhard,2.9057
1783,https://boardgamegeek.com/boardgame/8924/dancing-eggs,8924,Dancing Eggs,2,4,10,10,10,2003,6.4408,6.08626,1894,https://cf.geekdo-images.com/original/img/xU7SJJoXZCys7DmQnKhFAngajN4=/0x0/pic2560410.jpg,5,Dice Rolling,3296,"Action / Dexterity, Children's Game, Dice, Humor, Party Game",Roberto Fraga,1.0503
1784,https://boardgamegeek.com/boardgame/227460/hannibal-hamilcar,227460,Hannibal & Hamilcar,2,2,200,40,200,2018,8.79854,6.08561,280,https://cf.geekdo-images.com/original/img/L5GGblU-NSOIJ6nha0VyJkAUg04=/0x0/pic3477797.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",1247,"Ancient, Card Game, Miniatures, Political, Wargame","Mark Simonitch, Jaro Andruszkiewicz",4.0588
1785,https://boardgamegeek.com/boardgame/11945/linq,11945,Linq,4,8,45,45,45,2004,6.87879,6.08517,817,https://cf.geekdo-images.com/original/img/bCVxuqz1Nl1Att8YqgoFPtZVKVk=/0x0/pic1043551.jpg,10,"Partnerships, Pattern Recognition, Voting",1338,"Party Game, Spies/Secret Agents, Word Game","Andrea Meyer, Erik Nielsen",1.4225
1786,https://boardgamegeek.com/boardgame/58/kings-things,58,Kings & Things,2,4,120,120,120,1986,6.53855,6.08499,1535,https://cf.geekdo-images.com/original/img/uLJmOQga7oMjRO-h8-dzICz8SfU=/0x0/pic638820.jpg,12,"Area Control / Area Influence, Area Movement, Hex-and-Counter, Modular Board, Secret Unit Deployment",3081,"Bluffing, Exploration, Fantasy, Territory Building, Wargame","Doug Kaufman, Robert J. Kuntz, Tom Wham",2.6519
1787,https://boardgamegeek.com/boardgame/9364/doppelkopf,9364,Doppelkopf,3,6,120,120,120,1895,7.42574,6.08456,519,https://cf.geekdo-images.com/original/img/JyEVHX-r3qV8Q89teCtNbwq0xBU=/0x0/pic210953.jpg,7,"Auction/Bidding, Partnerships, Trick-taking",608,Card Game,(Uncredited),2.9286
1788,https://boardgamegeek.com/boardgame/118610/santa-cruz,118610,Santa Cruz,2,4,45,45,45,2012,6.71633,6.08432,1046,https://cf.geekdo-images.com/original/img/O583qNkaYWXf7VB7pzvHvU4Caow=/0x0/pic1241342.jpg,8,"Hand Management, Point to Point Movement",1295,"Exploration, Transportation",Marcel-André Casasola Merkle,2.1975
1789,https://boardgamegeek.com/boardgame/11949/shifting-sands,11949,Shifting Sands,2,2,240,240,240,2006,7.30312,6.08396,535,https://cf.geekdo-images.com/original/img/WYoxj074zEn2Qj1OlhKC2RGQsMY=/0x0/pic3903377.jpg,12,"Campaign / Battle Card Driven, Hand Management, Point to Point Movement",1002,"Wargame, World War II",Michael Rinella,3.181
1790,https://boardgamegeek.com/boardgame/6866/mus,6866,Mus,4,4,10,10,10,1745,7.90124,6.08392,385,https://cf.geekdo-images.com/original/img/rNC_CeuhaqfwrDSfkN-7NTMhKAg=/0x0/pic123069.jpg,7,"Betting/Wagering, Partnerships",370,Card Game,(Uncredited),2.234
1791,https://boardgamegeek.com/boardgame/117960/saint-malo,117960,Saint Malo,2,5,45,45,45,2012,6.47993,6.08389,1610,https://cf.geekdo-images.com/original/img/ndoq0xJwyfbcpBOPkfnzZyqdRtw=/0x0/pic1261795.jpg,9,"Dice Rolling, Line Drawing",2757,"City Building, Dice","Inka Brand, Markus Brand",1.9184
1792,https://boardgamegeek.com/boardgame/130877/blood-bound,130877,Blood Bound,6,12,30,30,30,2013,6.69856,6.08345,1181,https://cf.geekdo-images.com/original/img/lEbGal7SkSlGORBbRadWPTZTnvw=/0x0/pic3564143.jpg,14,"Partnerships, Role Playing, Variable Player Powers",1623,"Bluffing, Deduction, Fantasy, Horror, Negotiation, Party Game",Kalle Krenzer,1.6842
1793,https://boardgamegeek.com/boardgame/1770/aliens,1770,Aliens,1,9,90,90,90,1989,7.23379,6.08306,668,https://cf.geekdo-images.com/original/img/JLHjzSkI9UKHHeufgM_QJUrjVCQ=/0x0/pic7852.jpg,10,"Co-operative Play, Dice Rolling, Variable Player Powers",871,"Fighting, Horror, Movies / TV / Radio theme, Science Fiction","David McKenzie, Barry Nakazono",2.2344
1794,https://boardgamegeek.com/boardgame/140125/fallen,140125,Fallen,2,2,90,90,90,2014,8.07109,6.08284,443,https://cf.geekdo-images.com/original/img/z-cSPYodnWobyA4UhJ7YBFCmES8=/0x0/pic1667550.png,14,"Dice Rolling, Hand Management, Storytelling",811,"Card Game, Dice, Exploration, Fantasy","Tom W. Green, III, Stephen C. Smith",3.069
1795,https://boardgamegeek.com/boardgame/18500/sator-arepo-tenet-opera-rotas,18500,Sator Arepo Tenet Opera Rotas,2,4,60,60,60,2008,6.91073,6.08274,791,https://cf.geekdo-images.com/original/img/aMSaPyI2yclL_3fVhzq_e9sx7SE=/0x0/pic370329.jpg,8,"Action Point Allowance System, Modular Board, Tile Placement",936,"Fantasy, Maze, Racing","Enrico Pesce, Federica Rinaldi",2.4103
1796,https://boardgamegeek.com/boardgame/23604/world-cup-game,23604,The World Cup Game,3,16,180,180,180,2006,7.04335,6.08232,673,https://cf.geekdo-images.com/original/img/W6TE9hyBnp_unCp7LBhES7nnHSM=/0x0/pic343070.jpg,10,Tile Placement,504,Sports,Shaun Derrick,1.9804
1797,https://boardgamegeek.com/boardgame/112373/braverats,112373,BraveRats,2,2,15,15,15,2011,6.4862,6.08227,1669,https://cf.geekdo-images.com/original/img/V5ePekhbz_T5gVr2EpMZ9Tld3zw=/0x0/pic2294231.jpg,8,Simultaneous Action Selection,3105,"Card Game, Fantasy",Seiji Kanai,1.1494
1798,https://boardgamegeek.com/boardgame/759/turning-point-stalingrad,759,Turning Point: Stalingrad,2,2,180,180,180,1989,7.19913,6.08107,636,https://cf.geekdo-images.com/original/img/rp183e35a2Qcs8TlQjnbNfAH3IU=/0x0/pic290588.jpg,12,Area-Impulse,1529,"Wargame, World War II",Don Greenwood,3.3269
1799,https://boardgamegeek.com/boardgame/223049/custom-heroes,223049,Custom Heroes,2,6,45,45,45,2017,6.96228,6.081,781,https://cf.geekdo-images.com/original/img/ohuXX0fF48WrDPXs0C2ODNgSCrc=/0x0/pic3592167.png,14,"Hand Management, Trick-taking",1530,"Card Game, Fantasy",John D. Clair,1.2857
1800,https://boardgamegeek.com/boardgame/8124/industria,8124,Industria,3,4,60,60,60,2003,6.48535,6.08098,1710,https://cf.geekdo-images.com/original/img/YuCsm6msh66qeM1kXuhTux3ME6w=/0x0/pic90142.jpg,10,"Auction/Bidding, Hand Management",2219,"Economic, Industry / Manufacturing",Michael Schacht,2.6779
1801,https://boardgamegeek.com/boardgame/7866/10-days-usa,7866,10 Days in the USA,2,4,30,30,30,2003,6.45928,6.08079,1791,https://cf.geekdo-images.com/original/img/wKH_JVLIssdaTpkoiIr1-j2geY0=/0x0/pic1229647.jpg,10,"Hand Management, Route/Network Building, Tile Placement",2346,"Educational, Travel","Alan R. Moon, Aaron Weissblum",1.4053
1802,https://boardgamegeek.com/boardgame/40398/monopoly-deal-card-game,40398,Monopoly Deal Card Game,2,5,15,15,15,2008,6.25794,6.08019,6403,https://cf.geekdo-images.com/original/img/sExC40CylWBJvonJeXubmblKTfc=/0x0/pic716758.jpg,8,"Hand Management, Set Collection",11757,"Card Game, Economic","(Uncredited), Katharine Chapman",1.3304
1803,https://boardgamegeek.com/boardgame/433/shark,433,Shark,2,6,90,90,90,1987,6.64932,6.0798,1190,https://cf.geekdo-images.com/original/img/j9YgbTFnFEsMEvN_AsL97p7Dc08=/0x0/pic72190.jpg,12,"Commodity Speculation, Dice Rolling, Stock Holding",1679,Economic,H. Jean Vanaise,2.2245
1804,https://boardgamegeek.com/boardgame/63091/space-hulk-second-edition,63091,Space Hulk (second edition),2,2,90,90,90,1996,7.44553,6.0795,501,https://cf.geekdo-images.com/original/img/rPgos4dqFmm1HYFo3ls5yNzef5M=/0x0/pic1411447.jpg,10,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",855,"Fighting, Miniatures, Science Fiction","Dean Bass, Andy Chambers, Chris Colston, Richard Halliwell, Jervis Johnson, Andy Jones, Paul Murphy",2.6562
1805,https://boardgamegeek.com/boardgame/180199/colonial-twilight-french-algerian-war-1954-62,180199,"Colonial Twilight: The French-Algerian War, 1954-62",1,2,300,90,300,2017,8.01006,6.07911,356,https://cf.geekdo-images.com/original/img/O7o1d7Cf3gO96PmMU65iCyoWsMM=/0x0/pic3466068.jpg,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Phase Order, Variable Player Powers",1333,"Modern Warfare, Wargame",Brian Train,3.52
1806,https://boardgamegeek.com/boardgame/85250/dwarf-king,85250,The Dwarf King,3,5,40,40,40,2011,6.55348,6.07899,1418,https://cf.geekdo-images.com/original/img/5q7k9SMV2j_Y7TR23Mu6f8XLD0M=/0x0/pic920494.jpg,10,Trick-taking,2415,"Bluffing, Card Game, Fantasy",Bruno Faidutti,1.4545
1807,https://boardgamegeek.com/boardgame/202977/cytosis-cell-biology-board-game,202977,Cytosis: A Cell Biology Board Game,2,5,90,60,90,2017,7.34894,6.07863,606,https://cf.geekdo-images.com/original/img/dM-5v0OBwwkdQYoYOeZTM43nqyU=/0x0/pic3999123.jpg,10,"Dice Rolling, Press Your Luck, Set Collection, Worker Placement",1916,"Economic, Educational, Fantasy, Industry / Manufacturing, Medical",John Coveyou,2.4583
1808,https://boardgamegeek.com/boardgame/265/intrigue,265,Intrigue,3,5,45,45,45,1994,6.37112,6.07841,2296,https://cf.geekdo-images.com/original/img/vvchLq5fYcQbYdjEnfNjcKZjSv0=/0x0/pic182825.jpg,14,"Area Control / Area Influence, Auction/Bidding",3308,"Negotiation, Renaissance",Stefan Dorra,1.9593
1809,https://boardgamegeek.com/boardgame/225818/mini-rails,225818,Mini Rails,3,5,60,40,60,2017,7.04121,6.07829,668,https://cf.geekdo-images.com/original/img/OcVRUasQb7eMluuiWwbWjeGpJC4=/0x0/pic3526352.jpg,13,"Modular Board, Route/Network Building, Stock Holding",710,"Economic, Trains",Mark Gerrits,2.3846
1810,https://boardgamegeek.com/boardgame/22398/10-days-asia,22398,10 Days in Asia,2,4,25,25,25,2007,6.69241,6.0774,1055,https://cf.geekdo-images.com/original/img/MVy_T3plAHtPL1_CAasjWLKKeyE=/0x0/pic1229653.jpg,10,"Hand Management, Route/Network Building, Tile Placement",1274,"Educational, Travel","Alan R. Moon, Aaron Weissblum",1.4327
1811,https://boardgamegeek.com/boardgame/200454/planetarium,200454,Planetarium,1,4,45,45,45,2017,7.13911,6.07738,660,https://cf.geekdo-images.com/original/img/RHrRT0WMCJtskc13DJr9WAfe-mM=/0x0/pic3224251.jpg,10,"Grid Movement, Hand Management, Set Collection",1453,"Educational, Science Fiction, Space Exploration",Stéphane Vachon,2.0769
1812,https://boardgamegeek.com/boardgame/169464/defenders-last-stand,169464,Defenders of the Last Stand,1,5,120,120,120,2016,7.63568,6.07735,431,https://cf.geekdo-images.com/original/img/zqITus9ypN0V6KV8oUpUBKku3-s=/0x0/pic3075584.jpg,14,"Action Point Allowance System, Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",1096,"Adventure, Dice, Fighting, Miniatures","Richard Launius, Jason Maxwell",2.5714
1813,https://boardgamegeek.com/boardgame/3267/pizarro-co,3267,Pizarro & Co.,3,6,45,45,45,2002,6.55993,6.07681,1312,https://cf.geekdo-images.com/original/img/3niBfpdQ44CXC0Eu7venxVbaZsc=/0x0/pic1515425.jpg,12,Auction/Bidding,1846,"Exploration, Renaissance",Thomas Lehmann,2.4493
1814,https://boardgamegeek.com/boardgame/198609/fate-elder-gods,198609,Fate of the Elder Gods,1,4,90,30,90,2017,7.38816,6.07681,514,https://cf.geekdo-images.com/original/img/qfjuihWFRi1aScJ867KqlFjm8So=/0x0/pic3615980.jpg,13,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Variable Player Powers, Worker Placement",1427,"Adventure, Dice, Horror, Miniatures, Mythology","Christopher Kirkman, Richard Launius, Darrell Louder",3.3
1815,https://boardgamegeek.com/boardgame/200890/pixie-queen,200890,Pixie Queen,2,5,120,60,120,2017,7.43447,6.07657,535,https://cf.geekdo-images.com/original/img/_BTGce9s2ELwEGrZLX2nnwW4vDU=/0x0/pic3591913.jpg,12,"Auction/Bidding, Worker Placement",893,"Economic, Fantasy, Mythology",Rudy Seuntjens,3.2581
1816,https://boardgamegeek.com/boardgame/1425/raid-st-nazaire,1425,Raid on St. Nazaire,1,1,180,180,180,1987,7.10061,6.07619,699,https://cf.geekdo-images.com/original/img/I0E3hU8U9gTHKaArakyBdGk0JtI=/0x0/pic19850.jpg,12,Point to Point Movement,1714,"Wargame, World War II","Robert G. Markham, Mark Seaman",2.9767
1817,https://boardgamegeek.com/boardgame/97915/bios-megafauna,97915,Bios: Megafauna,1,4,120,60,120,2011,6.97075,6.07587,738,https://cf.geekdo-images.com/original/img/OFz_PgiM4lC8N7Q1Prx2cSvOPKA=/0x0/pic1022024.jpg,12,"Area Control / Area Influence, Card Drafting, Simulation, Variable Player Powers",1300,"Animals, Environmental, Prehistoric",Phil Eklund,3.6711
1818,https://boardgamegeek.com/boardgame/148203/dutch-blitz,148203,Dutch Blitz,2,4,15,1,15,1960,6.57352,6.07586,1582,https://cf.geekdo-images.com/original/img/lYsdRnzhzn87fpVeAV2xUJq0J_I=/0x0/pic336418.jpg,8,Pattern Building,3338,"Card Game, Real-time",Werner Ernst George Muller,1.2903
1819,https://boardgamegeek.com/boardgame/232988/castles-burgundy-dice-game,232988,The Castles of Burgundy: The Dice Game,1,5,30,15,30,2017,6.9702,6.07576,728,https://cf.geekdo-images.com/original/img/pcQ8H3Hl-RjbmG9SdPRZ0lhhFeQ=/0x0/pic3748929.jpg,10,"Dice Rolling, Paper-and-Pencil",1823,"City Building, Dice, Economic, Medieval, Territory Building","Stefan Feld, Christoph Toussaint",1.7333
1820,https://boardgamegeek.com/boardgame/36367/dust-tactics,36367,Dust Tactics,2,4,30,30,30,2010,7.18141,6.07551,687,https://cf.geekdo-images.com/original/img/B1ejDFq9MQ1VsVIZratsR16dL84=/0x0/pic844792.jpg,0,"Action Point Allowance System, Dice Rolling, Modular Board",1298,"Miniatures, Science Fiction, World War II","Paolo Parente, Olivier Zamfirescu",2.94
1821,https://boardgamegeek.com/boardgame/119637/zug-um-zug-deutschland,119637,Zug um Zug: Deutschland,2,5,60,30,60,2012,7.69915,6.07539,423,https://cf.geekdo-images.com/original/img/IyzMs9S7BSyFrWEX-mftg4ElIfM=/0x0/pic1420706.jpg,8,"Hand Management, Route/Network Building, Set Collection",861,"Trains, Travel",Alan R. Moon,1.9545
1822,https://boardgamegeek.com/boardgame/14808/marvel-heroes,14808,Marvel Heroes,2,4,120,120,120,2006,6.39466,6.0747,2300,https://cf.geekdo-images.com/original/img/LjFOe6Iv_PZaRd2dujVrIVUIVwQ=/0x0/pic150626.jpg,12,"Action Point Allowance System, Dice Rolling, Hand Management, Point to Point Movement, Set Collection, Variable Player Powers",3090,"Comic Book / Strip, Fighting, Miniatures","Roberto Di Meglio, Marco Maggi, Francesco Nepitello, Salvatore Pierucci",3.0712
1823,https://boardgamegeek.com/boardgame/166317/time-soccer,166317,Time of Soccer,1,4,120,120,120,2014,7.69809,6.07415,414,https://cf.geekdo-images.com/original/img/iWdc3KGkc9VGhKHM1lOg6pwG-o4=/0x0/pic2420740.jpg,12,"Dice Rolling, Set Collection, Simulation",512,"Economic, Sports",Lipschitzz,3.2308
1824,https://boardgamegeek.com/boardgame/1265/mystery-rummy-jekyll-hyde,1265,Mystery Rummy: Jekyll & Hyde,2,2,45,45,45,2001,6.63807,6.07398,1176,https://cf.geekdo-images.com/original/img/TxhKu9moo0rq1-nZVWigcHE6CtI=/0x0/pic140031.jpg,10,"Hand Management, Set Collection",2194,"Card Game, Murder/Mystery",Mike Fitzgerald,1.5268
1825,https://boardgamegeek.com/boardgame/287/bazaar,287,Bazaar,2,6,45,45,45,1967,6.49807,6.07391,1531,https://cf.geekdo-images.com/original/img/-9OV-FRQP-RRsuf7acYYK4cpdFo=/0x0/pic1066791.jpg,8,"Set Collection, Trading",2452,"Abstract Strategy, Puzzle",Sid Sackson,2.029
1826,https://boardgamegeek.com/boardgame/5205/gev,5205,G.E.V.,2,2,75,75,75,1978,6.93447,6.07385,786,https://cf.geekdo-images.com/original/img/XOIwgiP9ax4gDzB6wppFIwG9ngc=/0x0/pic69390.jpg,12,Hex-and-Counter,1541,"Fighting, Science Fiction, Wargame",Steve Jackson (I),2.2653
1827,https://boardgamegeek.com/boardgame/2266/gobblet,2266,Gobblet,2,2,20,20,20,2000,6.58228,6.07381,1403,https://cf.geekdo-images.com/original/img/ErCGiSRoOmt7bNel8EOeuvX_FvM=/0x0/pic1783771.jpg,7,"Pattern Building, Pattern Recognition",2430,"Abstract Strategy, Memory",Thierry Denoual,1.8624
1828,https://boardgamegeek.com/boardgame/3409/napoleonic-wars,3409,The Napoleonic Wars,2,5,240,240,240,2002,7.0253,6.07345,724,https://cf.geekdo-images.com/original/img/H6t38FAYewxsouUU25qOYh2td2g=/0x0/pic33004.jpg,12,Campaign / Battle Card Driven,1028,"Napoleonic, Wargame","Don Greenwood, Ben Knight, Mark McLaughlin",3.4608
1829,https://boardgamegeek.com/boardgame/40831/pillars-earth-builders-duel,40831,The Pillars of the Earth: Builders Duel,2,2,45,45,45,2009,6.58966,6.07299,1266,https://cf.geekdo-images.com/original/img/UHWrI2tPvEKlPpPDQNYSwh-AE6A=/0x0/pic612391.jpg,10,"Auction/Bidding, Card Drafting",2332,"Card Game, Economic, Medieval, Novel-based",Stefan Feld,2.1649
1830,https://boardgamegeek.com/boardgame/125311/okiya,125311,Okiya,2,2,10,10,10,2012,6.64904,6.07285,1145,https://cf.geekdo-images.com/original/img/9XuV-CVD0CP9m1SrefVJJAqhQg0=/0x0/pic3711392.png,7,Pattern Building,2165,Abstract Strategy,Bruno Cathala,1.2542
1831,https://boardgamegeek.com/boardgame/177249/manhattan-project-chain-reaction,177249,The Manhattan Project: Chain Reaction,1,5,40,30,40,2016,6.60276,6.07278,1298,https://cf.geekdo-images.com/original/img/rWNs_4JqSrWGFB7ljEG3HD2g9fI=/0x0/pic3099445.jpg,12,Hand Management,3150,"Card Game, Industry / Manufacturing, World War II",James Mathe,1.8919
1832,https://boardgamegeek.com/boardgame/169147/letter-tycoon,169147,Letter Tycoon,2,5,30,30,30,2015,7.07091,6.07235,692,https://cf.geekdo-images.com/original/img/5us_R7B17NmlPwBkWRWadzeFQRM=/0x0/pic2510971.jpg,8,"Commodity Speculation, Hand Management, Set Collection, Variable Player Powers",1311,"Economic, Word Game",Brad Brooks,2
1833,https://boardgamegeek.com/boardgame/203430/fuji-flush,203430,Fuji Flush,3,8,20,10,20,2016,6.53863,6.07181,1386,https://cf.geekdo-images.com/original/img/T7FtNbwC-q4uFtsIj2cqGeld8UY=/0x0/pic3086849.jpg,7,"Hand Management, Take That",2186,"Card Game, Number",Friedemann Friese,1.0741
1834,https://boardgamegeek.com/boardgame/176565/ninja-camp,176565,Ninja Camp,2,4,30,15,30,2016,6.91681,6.0716,803,https://cf.geekdo-images.com/original/img/sv9CFYkw--5k9JUoUkAv02JjK60=/0x0/pic2587576.jpg,14,"Hand Management, Modular Board, Variable Player Powers",1576,"Abstract Strategy, Card Game",Adam E. Daulton,1.6364
1835,https://boardgamegeek.com/boardgame/198830/heroes-land-air-sea,198830,"Heroes of Land, Air & Sea",1,4,180,120,180,2018,8.10833,6.07152,406,https://cf.geekdo-images.com/original/img/lzZWN0HcdJqNO3PA7Qk78N05rzY=/0x0/pic3315057.png,14,"Action Point Allowance System, Area Control / Area Influence, Take That, Variable Player Powers, Worker Placement",1008,"Exploration, Fantasy, Fighting, Medieval, Miniatures, Wargame",Scott Almes,3.1579
1836,https://boardgamegeek.com/boardgame/201248/evolution-beginning,201248,Evolution: The Beginning,2,5,40,30,40,2016,6.87121,6.07116,859,https://cf.geekdo-images.com/original/img/y2XLw8HwKJBVVAy0H4U5LpVUl-g=/0x0/pic3042047.jpg,8,"Action Point Allowance System, Hand Management, Simulation",2201,"Animals, Card Game, Educational, Environmental, Prehistoric",Dominic Crapuchettes,1.75
